year,route1,highpoint,route
2018,S Col-SE Ridge,8850,"BC(24/04,5350m),C1(27/04,5900m),C2(02/05,6440m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(26/04,5300m),C1(03/05,6200m),C2(04/05,6400m),C3(21/05,7200m),C4(22/05,7900m),Smt(23/05)"
2018,S Col-SE Ridge,8850,"BC(09/04,5350m),C1(20/04,6000m),C2(21/04,6400m),C3(11/05,7100m),C4(12/05,7900m),C5(13/05,8400m),Smt(14/05)"
2018,S Col-SE Ridge,8850,"BC(13/04,5350m),C1(29/04,5900m),C2(30/04,6440m),C3(1605,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(08/04,5350m),C1(24/04,5900m),C2(26/05,6440m),C3(15/05,7000m),C4(16/05,7900m),Smt(17/05)"
2018,S Col-SE Ridge,8850,"BC(14/05,5350m),C1(5900m),C2(6400m),C3(7100m),C4(7900m),Smt(18,23/05)"
2018,S Col-SE Ridge,8850,"BC(12/04,5400m),C1(20/04,6000m),C2(24/04,6400m),C3(04/05,7200m),C416/05,7900m(),Smt(17/05)"
2018,S Col-SE Ridge,8850,"BC(07/04,5300m),C2(16/04,6400m),C3(09/05,7000m),C4(15/05,7900m),Smt(16/05)"
2018,S Col-SE Ridge,8850,"BC(11/04,5350m),C1(20/04,6000m),C2(21/04,6400m),C3,C4(7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(14/04,5350m),C1(26/04,5900m),C2(27/04,6440m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(15/04,5350m),C1(23/04,5900m),C2(25/04,6400m),C3(16/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(22/04,5350m),C1(29/04,5900m),C2(30/04,6400m),C3(04/05,7000m),C4(17/05,7900m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(18/05,5400m),C1(20/04,6000m),C2(21/04,6500m),C3(29/04,7300m),C4(17/05,8000m),Smt(18/05)"
2018,S Col-SE Ridge,8850,"BC(16/04,5300m),C1(26/04,6000m),C2(27/04,6400m),C3(14/05,7315m),C4(15/05,7900m),Smt(16/05)"
2018,S Col-SE Ridge,8850,"BC(20/04,5360m),C1(27/04,6000m),C2(29/04,6400m),C3(12/05,7200m),C4(13/05,7900m),Smt(14,16/05)"
2018,S Col-SE Ridge,8850,"BC(26/04,5350m),C1(01/05,6000m),C2(03/05,6400m),C3(18/05,7100m),C4(19/05,7950m),Smt(20/05)"
